datetime,open,high,low,close,volume,date,bb_bbm,bb_bbh,bb_bbl,bb_vm,bb_vh,bb_vl,rsi
1628593200000,46023.06,46072.7,45822.12,46037.56,4767.142,2021-08-10 11:00:00,45981.63649999999,46541.83752996245,45421.435470037526,,,,51.789425402248
1628595000000,46037.56,46149.1,45905.0,46089.01,4129.358,2021-08-10 11:30:00,45991.18749999999,46551.87170155645,45430.50329844354,,,,52.97839870948698
1628596800000,46089.0,46125.0,45750.14,45778.68,5373.472,2021-08-10 12:00:00,45986.118,46552.53343261462,45419.70256738538,,,,45.66330049613986
1628598600000,45778.68,45875.0,45635.03,45728.38,6702.739000000001,2021-08-10 12:30:00,45980.5375,46554.74736689102,45406.32763310899,,,,44.588632310745105
1628600400000,45728.39,45858.79,45558.81,45751.93,6588.073,2021-08-10 13:00:00,45967.8625,46550.44528316048,45385.279716839534,,,,45.238448382223616
1628602200000,45753.25,45758.47,45470.88,45476.47,6875.0059999999985,2021-08-10 13:30:00,45931.0005,46539.41860477583,45322.58239522418,,,,39.41587389171181
1628604000000,45476.47,45764.85,45426.87,45704.99,6447.281,2021-08-10 14:00:00,45899.5295,46485.94164102285,45313.11735897715,,,,45.663943044644796
1628605800000,45704.99,45795.78,45526.0,45578.07,4864.405,2021-08-10 14:30:00,45879.09449999999,46480.221693944004,45277.96730605598,,,,43.010832418430994
1628607600000,45578.07,45589.0,45380.0,45435.62,6955.281,2021-08-10 15:00:00,45835.9715,46434.419231528,45237.52376847201,,,,40.18854459781493
1628609400000,45436.86,45736.18,45412.03,45576.84,6700.814,2021-08-10 15:30:00,45840.585,46429.47189394484,45251.698106055155,,,,44.104339891688795
1628611200000,45573.86,45574.98,45318.0,45460.39,7183.3,2021-08-10 16:00:00,45852.913,46397.45421710299,45308.37178289701,,,,41.68106656309745
1628613000000,45460.4,46071.96,45380.0,45972.43,12772.973999999998,2021-08-10 16:30:00,45864.359000000004,46408.8442181979,45319.87378180211,,,,53.72166078251331
1628614800000,45972.43,46105.74,45710.0,46017.42,13038.813999999995,2021-08-10 17:00:00,45876.0635,46423.136224352995,45328.99077564701,,,,54.60842946053747
1628616600000,46017.42,46201.0,45900.0,46151.28,8312.185,2021-08-10 17:30:00,45870.71250000001,46404.66185051465,45336.76314948537,,,,57.234153973070406
